"Tipo","AutorPrincipal","Ano","URLDOI","Título","Periódico/Conferêncial","Coautores"
"trabalhoCompletoEmCongresso","Adilson Vahldick","2016","","Pensamento Computacional Praticado com um Jogo Casual Sério no Ensino Superior","24º Workshop sobre Educação em Computação","VAHLDICK, A.; MENDES, ANTONIO JOSE ; MARCELINO, MARIA JOSE ; FARAH, P. R."
"trabalhoCompletoEmCongresso","Adilson Vahldick","2015","","Testando a Diversão em um Jogo Sério para o Aprendizado Introdutório de Programação","XXXV Congresso da Sociedade Brasileira de Computação: XXIII Workshop sobre Educação em Computação","VAHLDICK, A.; MENDES, ANTONIO JOSE ; MARCELINO, MARIA JOSE ; HOGENN, M. ; SCHOEFFEL, P."
"trabalhoCompletoEmCongresso","Adilson Vahldick","2015","","Analysing the Enjoyment of a Serious Game for Programming Learning with two Unrelated Higher Education Audiences","European Conference on Games Based Learning","VAHLDICK, A.; MENDES, A. J. ; MARCELINO, M. J."
"trabalhoCompletoEmCongresso","Adilson Vahldick","2015","","Jogos de Programar como uma Abordagem para os Primeiros Contatos dos Estudantes com à Programação","I Wokshop De Ensino em Pensamento Computacional","RAABE, A. L. A. ; ZANCHETT, G. ; VAHLDICK, A."
"resumoExpandidoEmCongresso","Adilson Vahldick","2019","","Creating an Augmented Book from a Geography Textbook","IEEE ICALT (International Conference on Advanced Learning Technologies and Technology-enhanced Learning), 2019, Maceió. IEEE ICALT (International Conference on Advanced Learning Technologies and Technology-enhanced Learning)","VAHLDICK, A.; BITTENCOURT, D. L."
"artigoEmPeriodico","Fernando dos Santos","2017","http://dx.doi.org/10.1016/j.simpat.2017.11.006","Model-driven agent-based simulation development: A modeling language and empirical evaluation in the adaptive traffic signal control domain","SIMULATION MODELLING PRACTICE AND THEORY,","SANTOS, FERNANDO; NUNES, INGRID ; BAZZAN, ANA L.C."
"trabalhoCompletoEmCongresso","Fernando dos Santos","2019","","Extensão da Abordagem de Desenvolvimento Dirigido a Modelos de Simulações com Agentes (MDD4ABMS) para Suportar Portabilidade de Simulações","Escola Regional de Engenharia de Software (ERES 2019)","SANTOS, F.; TENFEN, R."
"trabalhoCompletoEmCongresso","Fernando dos Santos","2017","","ABStractme: Modularized Environment Modeling in Agent-based Simulations","International Conference on Autonomous Agents and Multiagent Systems","MOREIRA, D. ; SANTOS, F. ; BARBIERI, M. ; NUNES, I. ; BAZZAN, A. L. C."
"trabalhoCompletoEmCongresso","Fernando dos Santos","2017","","A Case Study of the Development of an Agent-based Simulation in the Traffic Signal Control Domain using an MDD Approach","International Workshop on Engineering Multi-Agent Systems (EMAS 2017)","SANTOS, F.; NUNES, I. ; BAZZAN, A. L. C."
"trabalhoCompletoEmCongresso","Fernando dos Santos","2017","","Uma Análise Quantitativa do Esforço de Desenvolvimento em Plataformas de Simulações baseadas em Agentes","XI Workshop-Escola de Sistemas de Agentes","SANTOS, F.; NUNES, I."
"trabalhoCompletoEmCongresso","Fernando dos Santos","2017","http://dx.doi.org/10.1109/compsac.2017.224","Supporting the Development of Agent-Based Simulations: A DSL for Environment Modeling","2017 IEEE 41st Annual Computer Software and Applications Conference (COMPSAC)","SANTOS, FERNANDO; NUNES, INGRID ; BAZZAN, ANA L. C."
"trabalhoCompletoEmCongresso","Fernando dos Santos","2015","","Simulação de Alagamentos sob a Perspectiva do Solo: Uma Extensão da Ferramenta SIGMAOn","Workshop de Computação Aplicada à Gestão do Meio Ambiente e Recursos Naturais (WCAMA)","MELO, D. K. R. ; SCOZ, D. P. ; SANTOS, F. ; MANTAU, M. J."
"resumoExpandidoEmCongresso","Fernando dos Santos","2017","","Model-Driven Engineering in Agent-based Modeling and Simulation: a Case Study in the Traffic Signal Control Domain","International Conference on Autonomous Agents and Multiagent Systems, 2017, São Paulo. Proceedings of the 16th International Conference on Autonomous Agents and Multiagent Systems (AAMAS 2017)","SANTOS, F.; NUNES, I. ; BAZZAN, A. L. C."
"trabalhoCompletoEmCongresso","Geraldo Menegazzo Varela","2015","http://dx.doi.org/10.5753/cbie.wcbie.2015.1474","Uma Experiência no Ensino de Pensamento Computacional para Alunos do Ensino Fundamental","I Workshop de Ensino em Pensamento Computacional","SCHOEFFEL, PABLO ; MOSER, PAOLO ; VARELA, GERALDO ; DURIGON, LETÍCIA ; ALBUQUERQUE, GUSTAVO CIBILS DE ; NIQUELATTI, MATHEUS"
"artigoEmPeriodico","Marcelo de Souza","2016","http://dx.doi.org/10.1007/s10462-016-9499-1","Liar liar, pants on fire; or how to use subjective logic and argumentation to evaluate information from untrustworthy sources","Artificial Intelligence Review","KOSTER, ANDREW ; BAZZAN, ANA L. C. ; DE SOUZA, MARCELO"
"trabalhoCompletoEmCongresso","Marcelo de Souza","2018","http://dx.doi.org/10.5753/cbie.sbie.2018.963","Mapping Factors that Impact on Motivation of Undergraduate Students in Software Engineering: A case study","XXIX Simpósio Brasileiro de Informática na Educação (Brazilian Symposium on Computers in Education)","SCHOEFFEL, PABLO ; RAMOS, VINICIUS ; WAZLAWICK, RAUL ; VAHLDICK, ADILSON ; SOUZA, Marcelo de"
"trabalhoCompletoEmCongresso","Marcelo de Souza","2018","http://dx.doi.org/10.1109/CEC.2018.8477801","An Automatically Designed Recombination Heuristic for the Test-Assignment Problem","2018 IEEE Congress on Evolutionary Computation (CEC)","DE SOUZA, Marcelo; RITT, MARCUS"
"trabalhoCompletoEmCongresso","Marcelo de Souza","2018","http://dx.doi.org/10.1109/fie.2018.8659230","Identification of Pre-University Factors that Affect the Initial Motivation of Students in Computing Programs: A multi-institutional case study","2018 IEEE Frontiers in Education Conference (FIE)","SCHOEFFEL, PABLO ; WAZLAWICK, RAUL SIDNEI ; RAMOS, VINICIUS FARIA CULMANT ; VAHLDICK, ADILSON ; SOUZA, Marcelo de"
"trabalhoCompletoEmCongresso","Marcelo de Souza","2018","http://dx.doi.org/10.1109/fie.2018.8658988","Evaluation of an Instrument to Identify Factors that Impact the Motivation and Engagement of Undergraduate Students in Computing","2018 IEEE Frontiers in Education Conference (FIE)","SCHOEFFEL, PABLO ; WAZLAWICK, RAUL SIDNEI ; RAMOS, VINICIUS FARIA CULMANT ; VAHLDICK, ADILSON ; SOUZA, Marcelo de"
"trabalhoCompletoEmCongresso","Marcelo de Souza","2016","","A Study of the Automatic Design of Heuristics for Binary Quadratic Programming","XLVIII Simpósio Brasileiro de Pesquisa Operacional","SOUZA, M.; RITT, M."
"trabalhoCompletoEmCongresso","Marcelo de Souza","2016","","Estimando o impacto de veículos elétricos no tráfego urbano","12º Salão Latino-Americano de Veículos Elétricos","SOUZA, M.; BAZZAN, A. L. C. ; RITT, M."
"trabalhoCompletoEmCongresso","Marcelo de Souza","2016","","Novas possibilidades no ensino com o App Inventor: um estudo de caso","1º Congresso Nacional de Inovação e Tecnologia","SOUZA, M.; SANTOS, T. B."
"trabalhoCompletoEmCongresso","Marcelo de Souza","2016","http://dx.doi.org/10.1109/ITSC.2016.7795930","A bi-objective method of traffic assignment for electric vehicles","2016 IEEE 19th International Conference on Intelligent Transportation Systems (ITSC)","DE SOUZA, MARCELO; RITT, MARCUS ; BAZZAN, ANA L. C."
"resumoExpandidoEmCongresso","Marcelo de Souza","2018","","Uma ferramenta de apoio ao ensino do algoritmo de Dijkstra","IX Computer on the Beach, 2018, Florianópolis, SC. Anais do IX Computer on the Beach","CAMARGO, M. R. ; SOUZA, M. ; HABITZREUTER, J. L."
"resumoExpandidoEmCongresso","Marcelo de Souza","2017","","Simulação baseada em agentes para o estudo de políticas de diminuição de congestionamentos","XI Workshop-Escola de Sistemas de Agentes, seus Ambientes e Aplicações (WESAAC), 2017, São Paulo, SP. Anais do XI Workshop-Escola de Sistemas de Agentes, seus Ambientes e Aplicações","HABITZREUTER, J. L. ; SOUZA, M."
"resumoExpandidoEmCongresso","Marcelo de Souza","2017","","Monitoramento de Ambientes Usando Veículos Aéreos Não-Tripulados","Encontro Anual de Tecnologia da Informação (EATI), 2017, Frederico Westphalen, RS. Anais do VIII Encontro Anual de Tecnologia da Informação","GOMES, M. A. ; ZICKUHR, M. ; SOUZA, M. ; SCHMITZ, T. L."
"artigoEmPeriodico","Márcio José Mantau","2018","","Análise de Requisitos de Percepção em um Groupware móvel síncrono","Revista de Sistemas de Informação da FSMA","MANTAU, M. J.; RIZZATTI, R. ; BERKENBROCK, G.R. ; BERKENBROCK, C. D. M."
"artigoEmPeriodico","Márcio José Mantau","2016","http://dx.doi.org/10.13037/ria.vol11n2.151","Sistema de Simulação de Alagamentos: SIGMAOn","REVISTA DE INFORMÁTICA APLICADA","CAMARGO, M. R. ; MELO, D. K. R. ; SANTOS, F. ; MANTAU, M. J."
"trabalhoCompletoEmCongresso","Márcio José Mantau","2015","","Um Estudo sobre os Aspectos Importantes para Colaboração no Jogo Warming Up The Brain","Computer on the Beach","REINER, T.S. ; BERKENBROCK, C. D. M. ; MANTAU, M. J."
"trabalhoCompletoEmCongresso","Márcio José Mantau","2015","","Simulação de Alagamentos sob a Perspectiva do Solo: Uma Extensão da Ferramenta SIGMAOn","VI Workshop de Computação Aplicada à Gestão do Meio Ambiente e Recursos Naturais (WCAMA 2015))","MELO, D. K. R. ; SCOZ, D. P. ; SANTOS, F. ; MANTAU, M. J."
"trabalhoCompletoEmCongresso","Marília Guterres Ferreira","2015","","From Unknown to Known Impacts of Organizational Changes on Socio-technical Systems","Eighth International i*Workshop - iStar 2015","FERREIRA, M. G.; MAIDEN, N. ; LEITE, J. C. S. P."
"resumoExpandidoEmCongresso","Osvaldo André Furlaneto Rodrigues","2016","","Estratégia de Ensino para o Deslocamento de Recuperação no Tênis em Cadeira de Rodas","Congresso Brasileiro de Tênis, 2016, Curitiba/PR. Anais do Congresso Brasileiro de Tênis","CIAMPOLINI, V. ; RODRIGUES, O. A. F. ; MILISTEDT, M. ; NASCIMENTO, J. V."
"artigoEmPeriodico","Pablo Schoeffel","2016","","UM EXPERIMENTO DO USO DE CODING DOJO NA APRENDIZAGEM DE PROGRAMAÇÃO ORIENTADA A OBJETOS","iSys: Revista Brasileira de Sistemas de Informação","SCHOEFFEL, P.; ROSA, D. ; WASLAWICK, R. S."
"trabalhoCompletoEmCongresso","Pablo Schoeffel","2019","http://dx.doi.org/10.5753/cbie.wcbie.2019.397","Metodologia de Ensino de Padrões de Projeto Baseado no Modelo 4C/ID","VIII Congresso Brasileiro de Informática na Educação","VAHLDICK, ADILSON ; SCHOEFFEL, PABLO ; MOSER, PAOLO"
"trabalhoCompletoEmCongresso","Pablo Schoeffel","2018","http://dx.doi.org/10.1109/fie.2018.8658988","Evaluation of an Instrument to Identify Factors that Impact the Motivation and Engagement of Undergraduate Students in Computing","2018 IEEE Frontiers in Education Conference (FIE)","SCHOEFFEL, PABLO ; WAZLAWICK, RAUL SIDNEI ; RAMOS, VINICIUS FARIA CULMANT ; VAHLDICK, ADILSON ; SOUZA, Marcelo de"
"trabalhoCompletoEmCongresso","Pablo Schoeffel","2018","","Using Multiple Active Teaching-Learning Approaches in Software Project Management: A longitudinal analysis of students' motivation and learning","Frontiers in Education (FIE)","SCHOEFFEL, PABLO; RAMOS, V. F. C. ; WAZLAWICK, RAUL SIDNEI"
"trabalhoCompletoEmCongresso","Pablo Schoeffel","2018","http://dx.doi.org/10.1109/fie.2018.8659230","Identification of Pre-University Factors that Affect the Initial Motivation of Students in Computing Programs: A multi-institutional case study","2018 IEEE Frontiers in Education Conference (FIE)","SCHOEFFEL, PABLO ; WAZLAWICK, RAUL SIDNEI ; RAMOS, VINICIUS FARIA CULMANT ; VAHLDICK, ADILSON ; SOUZA, Marcelo de"
"trabalhoCompletoEmCongresso","Pablo Schoeffel","2018","http://dx.doi.org/10.5753/cbie.sbie.2018.963","Mapping Factors that Impact on Motivation of Undergraduate Students in Software Engineering: A case study","XXIX Simpósio Brasileiro de Informática na Educação (Brazilian Symposium on Computers in Education)","SCHOEFFEL, PABLO ; RAMOS, VINICIUS ; WAZLAWICK, RAUL ; VAHLDICK, ADILSON ; SOUZA, Marcelo de"
"trabalhoCompletoEmCongresso","Pablo Schoeffel","2018","http://dx.doi.org/10.5753/cbie.wcbie.2018.739","Maior Frequência na Aplicação de Instrumentos de Avaliação em uma Disciplina Introdutória de Programação: Impactos no Desempenho e Motivação","VII Congresso Brasileiro de Informática na Educação","VAHLDICK, ADILSON ; SCHOEFFEL, PABLO ; LIZ, FERNANDO BORGUESAN ; WAZLAWICK, RAUL ; RAMOS, VINICIUS"
"trabalhoCompletoEmCongresso","Pablo Schoeffel","2017","","DriveUp: Sistema de Informação Geográfica para Auxiliar o Tráfego Seguro em Rodovias","Computer on the Beach","FLORIANO, D. ; SCHOEFFEL, P."
"trabalhoCompletoEmCongresso","Pablo Schoeffel","2017","","Modelo para Predição de Evasão de Estudantes de Computação Baseado na Motivação","XX Ibero-American Conference on Software Enginerring (CIBSE 2017)","SCHOEFFEL, P"
"trabalhoCompletoEmCongresso","Pablo Schoeffel","2017","http://dx.doi.org/10.1109/CSEET.2017.50","Impact of Pre-University Factors on the Motivation and Performance of Undergraduate Students in Software Engineering","2017 IEEE 30th Conference on Software Engineering Education and Training (CSEE&T)","SCHOEFFEL, PABLO; WAZLAWICK, RAUL SIDNEI ; RAMOS, VINICIUS"
"trabalhoCompletoEmCongresso","Pablo Schoeffel","2016","","Mão Na Massa: Dinâmica Vivencial Para Apoio Ao Ensino De Gerenciamento De Projetos De Software","24º Workshop de Educação em Computação (WEI)","SCHOEFFEL, P.; WASLAWICK, R. S."
"trabalhoCompletoEmCongresso","Pablo Schoeffel","2016","","Comparação de Ferramentas BPMN para Modelagem e Execução do Processo de Desenvolvimento de Software","VIII Congresso Sul Brasileiro de Computação (SULCOMP 2016)","SCHWARZROCK, J. ; BRAZ JUNIOR, O. O. ; VARELA, G. M. ; SCHOEFFEL, P."
"trabalhoCompletoEmCongresso","Pablo Schoeffel","2016","","Utilização de Redes Neurais e Regressão Linear na Predição de Resultados de Jogos do Novo Basquete Brasil (NBB)","VIII Congresso Sul Brasileiro de Computação (SULCOMP 2016)","MICHELON, A. ; BRAZ JUNIOR, O. O. ; SCHOEFFEL, P."
"trabalhoCompletoEmCongresso","Pablo Schoeffel","2015","","Testando a Diversão em um Jogo Sério para o Aprendizado Introdutório de Programação","XXXV Congresso da Sociedade Brasileira de Computação: XXIII Workshop sobre Educação em Computação","VAHLDICK, A.; MENDES, ANTONIO JOSE ; MARCELINO, MARIA JOSE ; HOGENN, M. ; SCHOEFFEL, P."
"trabalhoCompletoEmCongresso","Pablo Schoeffel","2015","http://dx.doi.org/10.5753/cbie.wcbie.2015.1474","Uma Experiência no Ensino de Pensamento Computacional para Alunos do Ensino Fundamental","IV Congresso Brasileiro de Informática na Educação","SCHOEFFEL, PABLO ; MOSER, PAOLO ; VARELA, GERALDO ; DURIGON, LETÍCIA ; ALBUQUERQUE, GUSTAVO CIBILS DE ; NIQUELATTI, MATHEUS"
"artigoEmPeriodico","Paolo Moser","2017","http://dx.doi.org/10.1093/forestry/cpw041","Methods for variable selection in LiDAR-assisted forest inventories","Forestry (London)","MOSER, P.; VIBRANS, A. C. ; MCROBERTS, RONALD E. ; NÆSSET, ERIK ; GOBAKKEN, TERJE ; CHIRICI, GHERARDO ; MURA, MATTEO ; MARCHETTI, MARCO"
"artigoEmPeriodico","Paolo Moser","2016","http://dx.doi.org/10.1590/s1982-21702016000400044","MAPEAMENTO DE REMANESCENTES EM ESTÁGIO INICIAL DE SUCESSÃO NA FLORESTA SUBTROPICAL ATLÂNTICA DO SUL DO BRASIL","Boletim de Ciências Geodésicas (Online)","PIAZZA, GUSTAVO ANTONIO ; VIBRANS, ALEXANDER CHRISTIAN ; LIESENBERG, VERALDO ; OLIVEIRA, LAIO ZIMMERMANN DE ; MOSER, PAOLO"
"artigoEmPeriodico","Paolo Moser","2016","http://dx.doi.org/10.1007/s40415-016-0269-8","Insights for selecting the most suitable nonparametric species-richness estimators for subtropical Brazilian Atlantic Forests","Brazilian Journal of Botany","OLIVEIRA, LAIO Z. ; MOSER, P. ; VIBRANS, A. C. ; PIAZZA, GUSTAVO A. ; DE GASPER, ANDRÉ L. ; OLIVEIRA FILHO, ARY T."
"artigoEmPeriodico","Paolo Moser","2015","","A general method for assessing the effects of uncertainty in individual tree volume model predictions on large area volume estimates with a sub-tropical forest illustration.","Canadian Journal of Forest Research","McROBERTS, R. E. ; MOSER, P. ; OLIVEIRA, L. Z. ; VIBRANS, A. C."
"artigoEmPeriodico","Paolo Moser","2015","","Height-diameter models for three subtropical forest types in southern Brazil.","Ciência e Agrotecnologia (Online)","VIBRANS, A. C. ; MOSER, P. ; OLIVEIRA, L. Z. ; MACANEIRO, J. P."
"artigoEmPeriodico","Paolo Moser","2015","http://dx.doi.org/10.1007/s13595-015-0481-x","Generic and specific stem volume models for three subtropical forest types in southern Brazil","Annals of Forest Science (Print)","VIBRANS, ALEXANDER C. ; MOSER, PAOLO ; OLIVEIRA, LAIO Z. ; DE MAÇANEIRO, JOÃO P."
"trabalhoCompletoEmCongresso","Paolo Moser","2019","","Framework para o planejamento estratégico de governança local a partir dos indicadores para comunidades sustentáveis - ABNT NBR ISO 37120/2017","ANPCONT","SEDLACEK, A. C. ; EYERKAUFER, M. L. ; MOSER, P."
"trabalhoCompletoEmCongresso","Paolo Moser","2015","","Métodos para quantificação da acurácia de estimativas de cobertura florestal a partir mapas baseados em sensoriamento remoto e dados de inventário terrestre: um estudo de caso em Santa Catarina, Brasil","XVII Simbósio Brasileiro de Sensoriamento Remoto","MOSER, P.; MCROBERTS, RONALD E. ; NICOLETTI, A. ; LINGNER, D. V. ; OLIVEIRA, L. Z. ; VIBRANS, A. C."
"trabalhoCompletoEmCongresso","Paolo Moser","2015","","Tendências para tratamento biológico de águas residuais: uma breve abordagem da literatura","XXI Simpósio Brasileiro de Recursos Hídricos","FRANCISCO, R. C. ; HERTEL, J. ; LOEWEN, A. R. ; LEAO, J. S. ; MOSER, P. ; SILVA, J. D."
"trabalhoCompletoEmCongresso","Paolo Moser","2015","","Uma Experiência no Ensino de Pensamento Computacional e Fomento à Participação na Olimpíada Brasileira de Informática com Alunos do Ensino Fundamental","Congresso Brasileiro de Informática na Educação","SCHOEFFEL, P. ; MOSER, P. ; VARELA, G. M. ; DURIGON, L. R. ; ALBUQUERQUE, G. C. ; NIQUELATI, M. S."
"trabalhoCompletoEmCongresso","Paolo Moser","2015","","Qualificação em tecnologia para jovens através do ensino lúdico e da robótica","33º Seminário de Extensão Universitária da Região Sul","MOSER, P.; SCHOEFFEL, P. ; VARELA, G. M. ; DURIGON, L. R. ; NIQUELATI, M. S."
"artigoEmPeriodico","Paulo Roberto Farah","2019","http://dx.doi.org/10.1109/TLA.2019.8863318","NoBug?s Snack Bar: A Computational Thinking Serious Game as an Educational Platform","IEEE Latin America Transactions","VAHLDICK, ADILSON ; FARAH, PAULO ROBERTO ; MARCELINO, MARIA JOSE ; MENDES, ANTONIO JOSE NUNES"
"trabalhoCompletoEmCongresso","Paulo Roberto Farah","2019","","A Review of Ten Years of the Symposium on Search-Based Software Engineering","11th Symposium on Search-Based Software Engineering","COLANZI, T. E. ; ASSUNCAO, W. K. G. ; FARAH, P. R. ; VERGILIO, S. ; GUIZZO, G."
"trabalhoCompletoEmCongresso","Paulo Roberto Farah","2019","http://dx.doi.org/10.1145/3356317.3356320","Assessing Android Test Data Generation Tools via Mutation Testing","the IV Brazilian Symposium","DA SILVA, HENRIQUE NEVES ; FARAH, PAULO ROBERTO ; MENDONÇA, WILLIAN DOUGLAS FERRARI ; VERGILIO, SILVIA REGINA"
"trabalhoCompletoEmCongresso","Paulo Roberto Farah","2019","","Avaliação de Code Smells e Padrões de Projeto em Aplicações com Angular e React","III Escola Regional de Engenharia de Software (ERES 2019)","HILARIO JUNIOR, A. ; FARAH, P. R."
"trabalhoCompletoEmCongresso","Paulo Roberto Farah","2018","http://dx.doi.org/10.1145/3267183.3267190","Characteristics and Performance Assessment of Approaches Pre-rendering and Isomorphic Javascript as a Complement to SPA Architecture","XII BRAZILIAN SYMPOSIUM ON SOFTWARE COMPONENTS","SILVA, W. O. ; FARAH, P. R."
"trabalhoCompletoEmCongresso","Paulo Roberto Farah","2018","","Avaliação de Algoritmos de Análise de Sentimentos em Tweets no Domínio da Copa do Mundo FIFA 2018","Escola Regional de Engenharia de Software","FARAH, P. R.; Feliciano, P"
"trabalhoCompletoEmCongresso","Paulo Roberto Farah","2016","","Pensamento computacional praticado com um jogo casual sério no ensino superior","XXXVI congresso da sociedade brasileira de computação : #Computaçãoeinterdisciplinaridade","VAHLDICK, A.; MENDES, ANTONIO JOSE ; MARCELINO, MARIA JOSE ; FARAH, P. R."
